'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8','ECG'
'[22:54:25.406 08/07/2079]',-2.344,-3.516,-11.331,-61.734,-32.039,-30.476,68.376,-85.568,-25.006,-19.536,78.535,-17.973,-15.238,11.722,-14.066,31.648,15.629,16.410,12.112,13.675,19.536,1.563,-14.066,-90.647
'[22:54:25.410 08/07/2079]',7.033,-12.112,-11.722,-64.469,-30.476,-33.993,58.999,-75.800,-29.304,-23.053,69.548,-7.033,-22.271,12.503,-9.768,28.132,12.894,10.159,12.503,16.020,20.708,-4.298,-9.768,-79.707
'[22:54:25.414 08/07/2079]',-14.066,2.344,-10.549,-70.720,-41.026,-44.542,58.608,-65.641,-27.741,-29.695,60.562,3.516,-20.317,19.145,-20.317,27.741,8.205,8.205,11.331,19.927,12.503,2.735,-20.317,-68.767
'[22:54:25.418 08/07/2079]',-14.457,1.172,-11.331,-61.734,-39.072,-48.059,68.767,-67.595,-29.304,-30.476,68.767,-2.344,-21.880,7.424,-12.112,31.258,2.344,11.331,12.112,15.629,5.470,-1.172,-12.112,-51.966
'[22:54:25.422 08/07/2079]',-2.735,-5.861,-5.470,-62.906,-32.821,-44.933,82.051,-81.661,-18.755,-34.383,83.223,2.735,-16.410,-9.377,-3.126,60.952,0.391,12.503,6.252,14.066,-3.516,-16.020,-3.126,-22.662
'[22:54:25.426 08/07/2079]',1.954,-11.331,-7.814,-50.012,-32.821,-39.463,81.661,-75.800,-7.424,-35.946,89.866,16.020,-5.470,-12.894,-5.470,86.740,1.563,12.503,8.596,20.708,-14.066,-21.880,-5.470,11.722
'[22:54:25.430 08/07/2079]',15.238,-22.271,-7.033,-43.370,-23.053,-31.258,89.475,-92.601,-5.079,-38.681,110.183,2.735,-3.126,-14.066,-16.020,101.978,1.172,12.112,7.814,17.192,-10.549,-17.973,-16.020,44.933
'[22:54:25.434 08/07/2079]',39.853,-48.449,-9.377,-43.761,-20.317,-30.085,84.005,-96.117,-1.172,-41.807,107.839,8.987,-6.252,-5.079,-20.317,105.495,-1.563,1.954,10.159,15.629,-12.112,-11.331,-20.317,65.641
'[22:54:25.438 08/07/2079]',9.377,-16.801,-21.490,-55.092,-38.291,-36.728,67.204,-76.972,10.940,-46.496,76.972,3.907,-0.391,12.503,-22.271,55.873,1.954,-17.192,22.271,17.582,-1.563,-5.470,-22.271,58.999
'[22:54:25.441 08/07/2079]',-33.602,10.549,-13.284,-67.595,-39.072,-62.125,60.171,-64.078,9.768,-51.966,50.403,-3.907,-3.516,11.331,-27.350,23.834,-1.954,-28.913,14.066,11.331,6.252,3.126,-27.350,39.072
'[22:54:25.445 08/07/2079]',-39.072,18.364,-25.397,-71.502,-39.072,-79.316,60.952,-60.562,10.549,-53.529,33.211,-8.205,-3.126,9.377,-26.178,1.563,-4.689,-32.430,26.178,7.814,1.172,9.768,-26.178,15.238
'[22:54:25.449 08/07/2079]',-33.993,18.364,-27.741,-79.707,-44.542,-68.767,48.059,-58.999,21.880,-50.794,16.801,-3.907,7.814,6.252,-21.490,-9.768,-1.172,-33.602,28.523,19.927,3.516,1.954,-21.490,9.377
'[22:54:25.453 08/07/2079]',-33.211,14.457,-25.788,-71.111,-42.979,-64.078,44.933,-53.529,21.880,-46.886,17.582,-1.172,13.284,0.000,-21.880,0.391,-1.172,-26.178,26.569,26.569,3.516,-5.861,-21.880,11.722
'[22:54:25.457 08/07/2079]',-10.940,-10.940,-35.165,-65.641,-44.151,-64.469,50.403,-64.469,19.536,-44.933,26.960,0.781,13.675,1.563,-28.132,13.675,-1.172,-20.708,35.946,17.192,5.470,2.344,-28.132,19.536
'[22:54:25.461 08/07/2079]',-2.735,-16.020,-35.165,-70.720,-64.469,-50.794,53.529,-64.078,23.053,-40.635,23.053,0.000,12.894,7.424,-22.662,7.814,1.563,-19.927,35.946,21.099,1.172,0.391,-22.662,14.457
'[22:54:25.465 08/07/2079]',-58.999,42.198,-27.350,-79.316,-41.807,-72.283,47.668,-57.436,29.695,-36.337,18.755,-5.861,15.629,11.722,-17.973,-4.689,0.000,-25.006,28.132,15.629,8.987,-4.298,-17.973,7.033
'[22:54:25.469 08/07/2079]',-52.747,31.258,-31.648,-77.363,-44.151,-75.800,50.403,-60.952,27.741,-41.807,18.364,-6.642,20.317,3.126,-33.602,6.252,-5.470,-22.271,32.430,10.940,11.722,-0.781,-33.602,-1.563
'[22:54:25.473 08/07/2079]',-42.979,29.304,-31.648,-85.177,-36.728,-70.720,53.138,-76.972,26.960,-40.244,25.788,-18.364,15.238,6.642,-35.165,5.079,-8.987,-23.834,32.430,10.549,3.907,0.781,-35.165,-7.814
'[22:54:25.477 08/07/2079]',-47.277,26.569,-34.383,-80.879,-37.900,-72.674,39.072,-65.250,35.556,-45.714,13.675,-14.847,25.006,1.172,-33.211,-5.470,-11.331,-30.867,35.165,16.410,5.079,-2.735,-33.211,-9.377
'[22:54:25.480 08/07/2079]',-39.853,14.847,-34.774,-80.879,-47.277,-68.767,39.072,-63.687,38.291,-48.840,16.410,-15.629,33.211,-12.112,-30.867,0.391,-9.768,-27.741,35.556,19.536,1.172,-11.331,-30.867,-12.503
'[22:54:25.484 08/07/2079]',-43.370,9.377,-37.118,-80.879,-54.310,-70.330,47.668,-75.018,35.165,-46.496,23.053,-26.960,28.913,-6.252,-40.244,2.735,-10.549,-24.615,37.900,13.284,0.391,-3.126,-40.244,-11.722
'[22:54:25.488 08/07/2079]',-37.118,13.675,-35.556,-73.455,-40.635,-64.469,48.840,-76.972,41.026,-45.324,29.695,-19.145,36.728,-7.033,-37.900,14.066,-6.252,-25.788,36.337,16.020,12.503,-10.549,-37.900,-10.940
'[22:54:25.492 08/07/2079]',-39.463,23.834,-33.211,-75.018,-38.291,-60.171,45.324,-71.111,49.231,-46.496,28.523,-17.582,46.886,-16.801,-39.072,22.662,-1.172,-23.443,33.993,14.847,14.066,-21.490,-39.072,-17.192
'[22:54:25.496 08/07/2079]',-41.416,27.741,-36.337,-72.674,-31.258,-70.330,44.933,-66.422,49.231,-48.059,25.397,-17.582,45.324,-16.020,-45.324,24.225,-0.391,-26.178,37.118,3.907,18.364,-15.238,-45.324,-23.834
'[22:54:25.500 08/07/2079]',-35.165,27.350,-39.853,-71.502,-31.258,-64.860,40.635,-64.078,52.747,-50.012,21.490,-16.020,44.933,-9.768,-48.449,20.317,-1.954,-32.039,40.635,7.814,11.722,-8.596,-48.449,-29.304
'[22:54:25.504 08/07/2079]',-31.258,21.880,-34.383,-75.409,-39.463,-64.860,41.026,-55.092,58.217,-52.747,24.225,-16.020,54.701,-15.629,-43.761,18.364,-4.298,-30.867,35.165,15.238,2.344,-18.755,-43.761,-32.430
'[22:54:25.508 08/07/2079]',-24.615,15.629,-26.569,-81.661,-41.026,-68.767,53.529,-60.952,58.608,-46.886,31.648,-27.741,63.297,-10.940,-46.886,10.940,-5.079,-24.615,27.350,14.066,3.907,-10.940,-46.886,-30.085
'[22:54:25.512 08/07/2079]',-31.258,14.847,-27.350,-69.158,-42.198,-52.357,39.463,-57.436,56.654,-41.026,27.350,-17.973,64.078,-3.907,-50.012,14.457,-1.954,-25.397,28.132,16.801,13.675,-7.424,-50.012,-36.337
'[22:54:25.516 08/07/2079]',-35.556,25.397,-23.834,-76.972,-44.542,-46.496,39.072,-59.389,70.720,-35.165,23.834,-25.006,82.442,0.000,-48.059,0.000,2.735,-25.397,24.615,19.536,30.476,-16.020,-48.059,-35.946
'[22:54:25.520 08/07/2079]',-51.575,30.867,-17.582,-66.422,-55.873,-37.900,42.589,-53.919,76.581,-30.867,25.397,-25.006,87.521,-3.126,-47.277,8.205,8.987,-18.755,18.364,10.940,45.324,-14.066,-47.277,-42.589
'[22:54:25.523 08/07/2079]',-69.939,47.668,-16.020,-53.138,-39.853,-39.463,46.105,-58.999,79.707,-26.960,27.741,-17.973,86.349,0.391,-50.794,26.178,11.722,-17.582,16.801,-7.814,62.906,-1.172,-50.794,-40.244
'[22:54:25.527 08/07/2079]',-67.595,49.231,-20.317,-56.654,-43.370,-39.463,47.277,-59.780,89.866,-28.913,21.880,-21.099,97.289,6.252,-57.045,14.066,11.331,-22.271,21.099,-9.768,67.204,3.126,-57.045,-47.277
'[22:54:25.531 08/07/2079]',-65.641,51.966,-16.020,-65.250,-41.807,-47.668,45.324,-51.575,86.349,-39.072,11.331,-24.225,97.289,-2.735,-61.734,1.563,10.940,-26.178,16.801,-7.033,69.158,0.391,-61.734,-52.747
'[22:54:25.535 08/07/2079]',-66.032,56.264,-18.364,-66.813,-28.523,-55.873,40.635,-51.184,90.256,-36.337,1.172,-26.960,100.806,-4.689,-52.357,-16.020,10.549,-25.397,19.145,-8.205,74.628,0.391,-52.357,-60.952
'[22:54:25.539 08/07/2079]',-60.952,54.701,-23.443,-80.879,-33.602,-58.608,28.523,-47.277,92.991,-43.370,-13.675,-31.648,112.918,0.391,-59.389,-49.621,8.596,-30.867,24.225,-0.781,83.223,-0.391,-59.389,-73.455
'[22:54:25.543 08/07/2079]',-78.144,68.376,-24.615,-92.210,-46.496,-71.893,19.927,-28.523,87.521,-49.231,-33.993,-36.337,110.183,-4.689,-59.780,-78.926,8.205,-37.900,25.397,7.033,83.223,-12.112,-59.780,-84.005
'[22:54:25.547 08/07/2079]',-94.164,73.455,-26.178,-88.303,-56.264,-76.581,25.788,-28.132,86.349,-44.933,-26.569,-30.085,112.137,5.079,-65.250,-68.376,6.642,-31.258,26.960,9.768,78.926,-3.126,-65.250,-84.396
'[22:54:25.551 08/07/2079]',-76.581,59.780,-25.788,-84.786,-52.747,-72.674,42.979,-45.714,82.833,-41.026,-5.861,-31.258,115.653,12.894,-79.316,-45.324,1.172,-26.960,26.569,1.172,82.833,5.470,-79.316,-67.985
'[22:54:25.555 08/07/2079]',-42.198,25.397,-32.039,-70.720,-48.840,-75.018,54.701,-50.403,76.581,-40.635,13.284,-21.880,108.620,7.424,-76.190,-13.675,-1.954,-28.913,32.821,4.689,64.860,6.252,-76.190,-42.198
'[22:54:25.559 08/07/2079]',-28.523,15.629,-29.695,-67.985,-42.589,-68.376,60.562,-61.343,79.316,-38.291,29.304,-21.099,112.137,10.549,-71.111,-3.126,-3.516,-28.523,30.476,8.596,69.939,3.907,-71.111,-25.788
'[22:54:25.563 08/07/2079]',-32.430,15.629,-29.695,-66.032,-29.695,-62.906,44.151,-64.469,76.190,-42.198,26.960,-25.788,108.620,1.954,-71.502,-5.861,-7.814,-35.165,30.476,6.642,75.800,3.126,-71.502,-17.973
'[22:54:25.566 08/07/2079]',-40.635,23.053,-28.913,-71.893,-33.993,-64.469,43.761,-63.687,76.190,-40.635,22.662,-31.258,112.527,-2.344,-61.734,-21.880,-9.377,-39.072,29.695,11.722,82.833,-5.079,-61.734,-14.066
'[22:54:25.570 08/07/2079]',-33.993,8.596,-31.258,-73.065,-47.277,-60.952,42.979,-64.078,71.502,-41.026,24.615,-38.681,112.918,-1.563,-68.376,-26.960,-13.675,-37.900,32.039,23.053,84.786,-10.159,-68.376,-13.284
'[22:54:25.574 08/07/2079]',-21.490,7.814,-31.258,-67.985,-41.807,-53.138,46.496,-64.469,66.813,-35.165,32.821,-35.556,107.839,1.954,-68.767,-13.675,-14.066,-30.476,32.039,17.192,78.535,-3.907,-68.767,-10.549
'[22:54:25.578 08/07/2079]',-4.689,-4.689,-32.821,-69.548,-42.979,-56.654,57.436,-69.939,62.515,-32.430,41.416,-41.026,101.978,13.284,-63.687,-20.708,-12.112,-26.178,33.602,9.377,78.144,4.298,-63.687,-13.675
'[22:54:25.582 08/07/2079]',27.350,-32.430,-37.118,-74.237,-67.204,-36.728,58.999,-71.111,60.952,-31.258,44.933,-45.714,101.587,17.973,-65.250,-26.178,-7.424,-24.225,37.900,19.536,64.860,1.563,-65.250,-18.755
'[22:54:25.586 08/07/2079]',-41.026,25.397,-28.523,-71.502,-44.151,-50.403,48.840,-69.939,61.734,-35.165,47.668,-36.728,96.508,13.675,-60.952,-11.722,-10.159,-19.536,29.304,14.457,70.720,-0.781,-60.952,-23.834
'[22:54:25.590 08/07/2079]',-36.728,10.940,-28.523,-67.204,-52.357,-45.714,53.138,-76.581,61.343,-35.556,52.747,-42.198,91.819,19.145,-61.734,-14.066,-7.424,-16.410,29.304,11.331,77.753,1.563,-61.734,-28.132
'[22:54:25.594 08/07/2079]',-45.714,14.457,-36.728,-66.813,-60.952,-51.966,53.138,-74.628,61.343,-42.198,46.105,-45.324,93.773,11.331,-63.297,-22.662,-10.549,-21.099,37.509,15.238,74.237,-1.563,-63.297,-31.648
'[22:54:25.598 08/07/2079]',-49.231,23.443,-37.509,-62.906,-46.886,-58.608,45.714,-66.813,60.171,-46.105,40.635,-42.979,89.475,7.033,-66.813,-19.536,-14.066,-24.225,38.291,16.801,75.018,-6.252,-66.813,-37.118
'[22:54:25.602 08/07/2079]',-30.085,-3.516,-47.277,-60.171,-42.979,-65.641,47.277,-80.488,51.184,-48.449,44.933,-47.668,76.190,5.861,-63.297,-19.536,-16.801,-23.443,48.059,16.020,74.237,-7.033,-63.297,-43.761
'[22:54:25.605 08/07/2079]',-8.987,-14.457,-38.291,-62.515,-39.853,-65.250,62.125,-82.051,49.231,-50.012,49.231,-44.542,77.753,3.126,-61.734,-16.020,-16.020,-24.225,39.072,8.205,76.190,-3.126,-61.734,-43.761
'[22:54:25.609 08/07/2079]',-23.834,-6.252,-32.821,-60.562,-36.337,-53.529,37.900,-73.455,52.357,-46.886,36.728,-34.383,78.144,1.563,-58.608,-14.066,-11.722,-27.741,33.602,14.066,73.846,-5.861,-58.608,-43.761
'[22:54:25.613 08/07/2079]',-46.105,13.675,-28.913,-67.595,-26.960,-61.343,33.602,-75.409,55.092,-42.979,36.728,-41.026,81.270,5.861,-57.827,-22.662,-7.424,-29.304,29.695,17.192,70.330,-3.907,-57.827,-43.761
'[22:54:25.617 08/07/2079]',-46.496,17.973,-34.383,-67.985,-33.602,-58.608,42.979,-82.051,52.357,-41.807,38.291,-47.668,76.190,10.159,-57.045,-29.304,-8.596,-30.476,35.165,10.549,70.330,4.298,-57.045,-39.463
'[22:54:25.621 08/07/2079]',-19.536,1.172,-40.635,-62.125,-29.695,-51.966,38.291,-78.535,54.701,-40.635,39.463,-48.840,70.720,18.364,-60.171,-25.788,-6.252,-34.774,41.416,13.284,59.780,8.987,-60.171,-38.681
'[22:54:25.625 08/07/2079]',-10.549,-4.689,-41.807,-65.250,-18.755,-62.125,36.728,-78.926,46.886,-44.933,41.807,-48.449,61.734,16.801,-62.906,-21.490,-4.689,-38.291,42.589,15.629,58.608,5.470,-62.906,-40.635
'[22:54:25.629 08/07/2079]',-12.503,-9.377,-44.151,-58.608,-23.053,-69.158,38.291,-71.893,35.946,-51.966,36.337,-44.542,44.933,10.549,-59.389,-20.708,-3.516,-42.198,44.933,8.205,53.919,10.159,-59.389,-44.542
'[22:54:25.633 08/07/2079]',12.894,-25.788,-45.324,-54.701,-27.350,-59.780,35.946,-62.515,39.853,-53.529,29.695,-33.211,50.012,2.344,-57.436,-13.284,-0.391,-45.324,46.105,5.861,57.045,0.781,-57.436,-46.886
'[22:54:25.637 08/07/2079]',-55.092,27.741,-34.774,-58.608,-15.629,-77.363,31.258,-59.780,46.886,-54.310,28.523,-32.039,57.436,0.000,-59.780,-8.205,-3.516,-48.059,35.556,12.503,58.608,-5.470,-59.780,-43.761
'[22:54:25.641 08/07/2079]',-39.853,21.099,-39.072,-55.873,-8.205,-78.144,33.211,-61.343,48.840,-55.873,28.913,-35.946,57.045,-2.344,-59.389,-9.768,-3.516,-47.668,39.853,7.033,58.999,-8.205,-59.389,-42.979
'[22:54:25.645 08/07/2079]',-44.151,18.364,-32.821,-59.780,-16.801,-78.535,36.728,-60.952,54.310,-60.171,27.741,-39.463,57.827,3.516,-64.078,-15.629,-6.252,-48.059,33.602,4.689,58.217,-1.954,-64.078,-47.277
'[22:54:25.648 08/07/2079]',-49.231,26.960,-28.523,-60.952,-15.238,-82.833,37.900,-52.357,53.138,-62.906,30.476,-32.821,57.045,8.987,-65.250,-14.847,-7.033,-49.621,29.304,10.549,52.747,0.391,-65.250,-50.794
'[22:54:25.652 08/07/2079]',-26.960,13.675,-38.291,-58.999,-22.662,-75.409,43.370,-56.264,42.589,-62.515,33.993,-26.178,47.277,8.987,-61.734,-7.814,-6.252,-44.542,39.072,9.768,46.886,-4.689,-61.734,-52.747
'[22:54:25.656 08/07/2079]',-26.569,1.954,-37.509,-58.999,-36.337,-72.283,49.231,-63.687,33.993,-63.297,37.118,-32.430,39.463,0.000,-54.701,-10.940,-7.814,-43.761,38.291,4.689,44.542,-2.735,-54.701,-50.403
'[22:54:25.660 08/07/2079]',-24.615,14.847,-37.509,-60.952,-25.397,-75.018,51.966,-60.562,37.509,-60.562,36.337,-26.960,42.589,5.861,-49.231,-14.457,-7.814,-47.277,38.291,5.079,41.026,-0.391,-49.231,-51.184
'[22:54:25.664 08/07/2079]',-33.993,33.211,-41.416,-76.581,-26.960,-72.674,50.012,-69.548,43.761,-59.780,35.946,-48.059,46.105,12.503,-49.621,-39.463,-5.470,-50.012,42.198,11.331,34.774,-4.298,-49.621,-43.370
'[22:54:25.668 08/07/2079]',-29.304,25.006,-33.211,-67.595,-24.615,-59.389,41.416,-62.906,46.496,-60.952,42.198,-43.370,46.105,12.112,-48.059,-26.960,-3.907,-42.198,33.993,7.033,30.476,0.391,-48.059,-42.589
'[22:54:25.672 08/07/2079]',-25.006,25.397,-30.867,-61.343,-27.741,-55.873,49.231,-58.217,46.105,-62.515,50.012,-23.443,44.933,22.271,-52.747,-6.252,-4.298,-39.072,31.648,3.126,28.132,12.503,-52.747,-32.430
'[22:54:25.676 08/07/2079]',-27.350,51.575,-30.476,-57.827,-26.569,-39.853,41.416,-39.463,41.026,-58.999,44.542,-11.722,44.542,12.894,-45.324,2.735,0.781,-33.602,31.258,5.470,21.880,-0.781,-45.324,-37.118
'[22:54:25.680 08/07/2079]',-16.020,18.364,-37.118,-53.919,-27.741,-53.529,28.132,-36.337,32.039,-58.217,37.900,-11.722,34.774,0.000,-42.198,6.642,-1.954,-33.993,37.900,0.391,20.708,-6.252,-42.198,-41.416
'[22:54:25.684 08/07/2079]',-17.582,23.834,-37.118,-52.747,-24.615,-59.780,40.635,-41.026,30.867,-53.138,42.198,-16.410,32.821,5.079,-41.416,5.079,-1.172,-30.476,37.900,-5.861,18.364,3.126,-41.416,-48.840
'[22:54:25.688 08/07/2079]',-15.629,23.443,-39.463,-53.529,-14.847,-67.204,44.542,-47.668,34.774,-50.403,49.231,-25.006,32.821,5.079,-38.681,7.424,1.172,-32.039,40.244,-1.563,6.252,1.563,-38.681,-51.184
'[22:54:25.691 08/07/2079]',-16.801,16.410,-44.151,-56.654,-19.145,-67.595,41.807,-57.436,38.681,-51.966,50.403,-29.304,33.602,7.814,-41.026,4.689,2.735,-31.258,44.933,2.735,3.907,0.000,-41.026,-51.966
'[22:54:25.695 08/07/2079]',-28.132,26.569,-39.463,-55.873,-23.053,-67.985,51.966,-57.827,35.165,-53.529,49.621,-20.708,29.304,10.549,-43.761,11.331,4.298,-28.132,40.244,-3.516,4.298,7.033,-43.761,-59.780
'[22:54:25.699 08/07/2079]',-23.443,34.774,-33.602,-62.515,-24.615,-57.045,53.919,-57.436,35.556,-52.357,50.403,-19.927,27.741,13.675,-34.774,5.470,8.987,-27.741,34.383,1.563,-4.689,3.907,-34.774,-59.389
'[22:54:25.703 08/07/2079]',-21.490,33.211,-32.039,-62.125,-30.476,-34.774,34.774,-51.966,25.788,-54.701,45.714,-17.192,23.443,-0.391,-31.648,7.033,6.642,-25.397,32.821,3.907,0.391,-15.629,-31.648,-60.952
'[22:54:25.707 08/07/2079]',-14.066,28.523,-29.695,-58.999,-19.145,-44.151,40.244,-51.575,16.020,-56.264,49.231,-12.894,7.814,-1.563,-25.397,14.457,2.735,-20.317,30.476,-7.814,-4.298,-10.549,-25.397,-52.747
'[22:54:25.711 08/07/2079]',-8.205,32.430,-27.741,-59.389,-9.768,-44.542,44.151,-53.138,17.582,-55.482,52.357,-17.582,4.298,7.424,-19.927,3.516,1.172,-20.317,28.523,-10.940,-9.768,-0.391,-19.927,-54.310
'[22:54:25.715 08/07/2079]',-10.549,38.291,-24.615,-67.204,-3.126,-50.012,40.244,-50.794,19.536,-55.482,50.012,-23.443,8.205,15.629,-28.523,-5.079,2.344,-23.834,25.397,-4.298,-8.596,-1.172,-28.523,-46.496
'[22:54:25.719 08/07/2079]',-20.317,36.337,-20.317,-61.734,-17.192,-49.231,48.449,-48.059,20.708,-59.389,55.873,-12.894,8.987,12.894,-28.523,8.596,1.563,-14.457,21.099,-6.252,-7.424,-1.172,-28.523,-45.324
'[22:54:25.723 08/07/2079]',-16.801,24.225,-26.178,-55.092,-17.973,-51.575,51.184,-55.482,17.973,-60.952,64.860,-15.238,2.344,20.708,-31.648,13.284,3.126,-16.020,26.960,-5.861,-15.629,9.377,-31.648,-42.979
'[22:54:25.727 08/07/2079]',-27.741,37.118,-26.960,-60.952,-31.258,-41.026,44.151,-51.184,20.708,-58.217,58.217,-23.443,10.549,21.490,-32.039,-3.907,7.814,-20.708,27.741,-6.252,-8.987,5.079,-32.039,-49.621
'[22:54:25.730 08/07/2079]',-32.821,37.509,-25.788,-59.780,-36.337,-38.681,42.198,-48.840,14.066,-60.171,59.389,-14.066,7.033,-2.735,-14.066,8.205,10.159,-19.145,26.569,-4.689,-8.205,-16.801,-14.066,-51.966
'[22:54:25.734 08/07/2079]',-20.317,28.913,-34.383,-58.217,-22.662,-46.886,50.794,-65.641,16.410,-53.138,62.515,-27.350,1.954,9.377,-17.192,2.344,9.768,-18.364,35.165,-8.987,-12.894,0.000,-17.192,-62.515
'[22:54:25.738 08/07/2079]',-4.689,25.006,-22.271,-62.906,-8.596,-42.979,55.873,-69.939,22.271,-47.277,68.767,-32.430,7.033,19.927,-19.145,1.954,13.675,-19.145,23.053,-9.768,-3.907,2.735,-19.145,-71.502
'[22:54:25.742 08/07/2079]',-8.205,25.397,-17.973,-58.217,-13.675,-37.509,48.840,-55.482,24.615,-45.714,67.595,-21.880,10.940,17.582,-16.020,10.159,16.410,-13.675,18.755,-1.954,-3.126,-4.689,-16.020,-89.084
'[22:54:25.746 08/07/2079]',-15.629,23.443,-24.615,-51.184,-14.457,-50.012,44.151,-48.059,18.364,-49.231,67.985,-21.490,0.391,31.258,-28.523,10.940,14.847,-12.503,25.397,-5.079,-5.079,13.675,-28.523,-102.369
'[22:54:25.750 08/07/2079]',-19.927,28.913,-28.132,-53.138,-10.940,-59.780,46.105,-48.840,13.284,-45.324,66.813,-30.085,-2.344,27.350,-21.099,0.391,14.457,-12.894,28.913,-6.252,2.735,7.033,-21.099,-108.230
'[22:54:25.754 08/07/2079]',-28.913,28.523,-29.695,-52.357,-21.099,-57.827,46.886,-50.403,17.973,-44.542,69.548,-32.430,8.205,10.549,-8.987,-1.172,14.457,-11.722,30.476,-0.391,3.516,-3.907,-8.987,-101.587
'[22:54:25.758 08/07/2079]',-31.258,26.178,-33.211,-48.059,-19.536,-73.846,52.747,-46.886,13.675,-46.886,71.893,-30.476,5.470,9.377,-14.066,5.470,14.066,-9.768,33.993,-3.907,6.642,-1.172,-14.066,-84.396
'[22:54:25.762 08/07/2079]',-21.880,25.788,-33.993,-55.873,-12.112,-66.422,48.840,-56.264,24.615,-45.324,71.111,-38.681,12.112,14.847,-8.987,-7.424,14.847,-9.768,34.774,-6.252,3.907,3.907,-8.987,-66.813
'[22:54:25.766 08/07/2079]',-22.662,31.258,-25.788,-55.482,-17.192,-52.747,39.853,-42.979,29.695,-48.840,70.330,-26.569,16.410,20.708,-12.503,-1.563,16.020,-13.675,26.569,-0.391,0.000,0.781,-12.503,-39.853
'[22:54:25.770 08/07/2079]',-22.662,29.695,-30.476,-46.496,-29.695,-48.059,39.463,-30.867,17.582,-50.403,69.548,-8.596,9.768,18.755,-13.675,12.503,10.549,-10.159,31.258,3.126,-5.470,-1.954,-13.675,-10.549
'[22:54:25.773 08/07/2079]',-5.470,24.225,-33.993,-46.886,-12.503,-58.999,42.198,-33.602,13.675,-49.231,72.283,-0.391,2.344,28.132,-14.066,20.708,5.079,-10.549,34.774,-5.861,-11.331,3.907,-14.066,31.258
'[22:54:25.777 08/07/2079]',-20.317,23.443,-30.476,-53.919,-30.476,-58.999,42.979,-35.556,9.377,-52.357,59.389,-3.516,1.172,17.192,-13.675,7.424,-0.391,-16.801,31.258,-4.298,-1.172,-6.642,-13.675,55.092
'[22:54:25.781 08/07/2079]',-21.880,25.006,-29.304,-56.264,-36.337,-57.436,39.463,-28.132,7.814,-52.747,56.654,3.907,4.689,9.768,-10.940,12.112,-1.954,-18.755,30.085,3.516,-5.470,-14.457,-10.940,72.674
'[22:54:25.785 08/07/2079]',-20.708,21.490,-35.946,-53.138,-32.821,-66.813,41.026,-30.476,3.907,-56.654,56.654,5.861,0.000,8.596,-17.973,18.755,-5.861,-17.192,36.728,-0.391,0.781,-16.410,-17.973,64.469
'[22:54:25.789 08/07/2079]',-7.033,16.020,-28.913,-54.701,-21.880,-67.595,48.840,-33.993,4.298,-57.827,63.297,4.298,-1.954,7.814,-15.238,24.225,-5.079,-16.020,29.695,-2.344,1.954,-17.582,-15.238,44.151
'[22:54:25.793 08/07/2079]',-8.596,25.397,-31.258,-50.012,-21.880,-65.250,47.277,-25.006,2.344,-57.045,59.780,12.112,0.391,13.284,-19.145,22.271,-1.563,-15.238,32.039,2.344,-2.344,-11.331,-19.145,16.801
'[22:54:25.797 08/07/2079]',-12.894,28.913,-39.072,-40.635,-26.178,-73.846,50.794,-14.457,-3.126,-58.217,62.125,19.145,-7.033,16.020,-19.927,31.648,0.391,-11.331,39.853,-4.298,-7.814,-8.987,-19.927,0.781
'[22:54:25.801 08/07/2079]',-15.629,32.821,-27.350,-53.138,-28.523,-63.297,60.171,-31.648,0.781,-48.059,68.376,1.563,-5.470,17.192,-1.954,13.284,1.563,-1.954,28.132,-12.894,-7.424,-3.907,-1.954,-2.344
'[22:54:25.805 08/07/2079]',-21.099,29.304,-26.569,-46.496,-41.807,-40.244,49.621,-32.039,2.735,-50.012,74.628,7.033,-2.344,14.847,0.000,21.490,4.298,-0.781,27.350,-10.159,-9.768,-5.470,0.000,-1.563
'[22:54:25.809 08/07/2079]',-21.490,36.728,-24.225,-43.370,-40.635,-35.556,48.449,-24.225,2.344,-46.886,75.018,18.755,1.563,11.331,0.391,36.337,7.033,3.907,25.006,-7.814,-13.284,-9.377,0.391,-1.172
'[22:54:25.813 08/07/2079]',-8.987,40.244,-22.271,-50.012,-27.741,-35.946,52.747,-28.913,3.516,-42.979,76.581,13.675,4.689,10.940,11.722,22.271,6.252,10.549,23.053,-9.768,-10.159,-14.457,11.722,-14.847
'[22:54:25.816 08/07/2079]',1.563,46.496,-17.582,-48.840,-14.847,-37.900,60.171,-25.397,3.126,-43.761,72.283,25.788,7.033,14.847,0.391,35.165,6.642,10.940,18.364,-12.894,-14.457,-7.814,0.391,-14.847
'[22:54:25.820 08/07/2079]',4.298,53.919,-20.708,-40.635,-12.112,-31.258,62.125,-21.490,1.172,-38.681,73.846,30.867,8.596,11.722,1.563,44.542,9.377,12.503,21.490,-6.252,-21.880,-16.801,1.563,-15.238
'[22:54:25.824 08/07/2079]',0.781,41.807,-26.178,-42.198,-14.457,-37.118,55.482,-28.132,0.391,-42.198,70.330,27.350,0.391,13.675,0.391,41.807,9.768,8.596,26.960,-10.549,-24.615,-10.549,0.391,-3.516
